Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose,Dosage Context
EPTIFIBATIDE,https://www.drugs.com/dosage/eptifibatide.html,Myocardial Infarction | Angina Pectoris | Acute Coronary Syndrome | Percutaneous Coronary Intervention |,,,,[Adult] Myocardial Infarction | Angina Pectoris | Acute Coronary Syndrome | Percutaneous Coronary Intervention |
ROFLUMILAST,https://www.drugs.com/dosage/roflumilast.html,Chronic Obstructive Pulmonary Disease - Maintenance |,,,,[Adult] Chronic Obstructive Pulmonary Disease - Maintenance |
NICOTINE,https://www.drugs.com/dosage/nicotine.html,Smoking Cessation |,,,,[Adult] Smoking Cessation |
RIVAROXABAN,https://www.drugs.com/dosage/rivaroxaban.html,Atrial Fibrillation | Deep Vein Thrombosis | Pulmonary Embolism | Deep Vein Thrombosis - Recurrent Event | Pulmonary Embolism - Recurrent Event | Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery | Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery | Venous Thromboembolism | Coronary Artery Disease | Peripheral Arterial Disease | Cardiovascular Risk Reduction,Venous Thromboembolism | Congenital Heart Disease |,,,[Adult] Atrial Fibrillation | Deep Vein Thrombosis | Pulmonary Embolism | Deep Vein Thrombosis - Recurrent Event | Pulmonary Embolism - Recurrent Event | Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery | Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery | Venous Thromboembolism | Coronary Artery Disease | Peripheral Arterial Disease | Cardiovascular Risk Reduction // [Pediatric] Venous Thromboembolism | Congenital Heart Disease |
APALUTAMIDE,https://www.drugs.com/dosage/apalutamide.html,Prostate Cancer |,,,,[Adult] Prostate Cancer |
APREMILAST,https://www.drugs.com/dosage/apremilast.html,Behcet's Disease | Psoriatic Arthritis | Plaque Psoriasis |,,,,[Adult] Behcet's Disease | Psoriatic Arthritis | Plaque Psoriasis |
CLOZAPINE,https://www.drugs.com/dosage/clozapine.html,Schizophrenia |,,,,[Adult] Schizophrenia |
IPTACOPAN,https://www.drugs.com/dosage/iptacopan.html,Paroxysmal Nocturnal Hemoglobinuria | Primary Immunoglobulin A Nephropathy |,,,,[Adult] Paroxysmal Nocturnal Hemoglobinuria | Primary Immunoglobulin A Nephropathy |
CHLORZOXAZONE,https://www.drugs.com/dosage/chlorzoxazone.html,Muscle Spasm |,,,,[Adult] Muscle Spasm |
CLONAZEPAM,https://www.drugs.com/dosage/clonazepam.html,Seizure Prophylaxis | Panic Disorder,Seizure Prophylaxis |,,,[Adult] Seizure Prophylaxis | Panic Disorder // [Pediatric] Seizure Prophylaxis |
LONCASTUXIMAB TESIRINE,https://www.drugs.com/dosage/loncastuximab-tesirine.html,Lymphoma |,,,,[Adult] Lymphoma |
AZACITIDINE,https://www.drugs.com/dosage/azacitidine.html,Myelodysplastic Syndrome | Acute Myeloid Leukemia,Leukemia |,,,[Adult] Myelodysplastic Syndrome | Acute Myeloid Leukemia // [Pediatric] Leukemia |
METHYLPHENIDATE,https://www.drugs.com/dosage/methylphenidate.html,Attention Deficit Disorder | Narcolepsy,Attention Deficit Disorder | Narcolepsy |,,,[Adult] Attention Deficit Disorder | Narcolepsy // [Pediatric] Attention Deficit Disorder | Narcolepsy |
LARONIDASE,https://www.drugs.com/dosage/laronidase.html,Mucopolysaccharidosis Type I,Mucopolysaccharidosis Type I |,,,[Adult] Mucopolysaccharidosis Type I // [Pediatric] Mucopolysaccharidosis Type I |
CHOLECALCIFEROL,https://www.drugs.com/dosage/cholecalciferol.html,Vitamin/Mineral Supplementation,Vitamin/Mineral Supplementation |,,,[Adult] Vitamin/Mineral Supplementation // [Pediatric] Vitamin/Mineral Supplementation |
RISPERIDONE,https://www.drugs.com/dosage/risperidone.html,Schizophrenia | Bipolar Disorder,Schizophrenia | Bipolar Disorder | Autism |,,,[Adult] Schizophrenia | Bipolar Disorder // [Pediatric] Schizophrenia | Bipolar Disorder | Autism |
LAROTRECTINIB,https://www.drugs.com/dosage/larotrectinib.html,Solid Tumors,Solid Tumors |,,,[Adult] Solid Tumors // [Pediatric] Solid Tumors |
LEVETIRACETAM,https://www.drugs.com/dosage/levetiracetam.html,Epilepsy | Seizures,Epilepsy | Seizures |,,,[Adult] Epilepsy | Seizures // [Pediatric] Epilepsy | Seizures |
TOFERSEN,https://www.drugs.com/dosage/tofersen.html,Amyotrophic Lateral Sclerosis |,,,,[Adult] Amyotrophic Lateral Sclerosis |
DAPSONE,https://www.drugs.com/dosage/dapsone.html,Leprosy - Lepromatous | Leprosy - Tuberculoid | Dermatitis Herpetiformis | Pneumocystis Pneumonia | Pneumocystis Pneumonia Prophylaxis | Toxoplasmosis - Prophylaxis,Leprosy | Pneumocystis Pneumonia Prophylaxis | Toxoplasmosis - Prophylaxis |,,,[Adult] Leprosy - Lepromatous | Leprosy - Tuberculoid | Dermatitis Herpetiformis | Pneumocystis Pneumonia | Pneumocystis Pneumonia Prophylaxis | Toxoplasmosis - Prophylaxis // [Pediatric] Leprosy | Pneumocystis Pneumonia Prophylaxis | Toxoplasmosis - Prophylaxis |
ROTIGOTINE,https://www.drugs.com/dosage/rotigotine.html,Parkinson's Disease | Restless Legs Syndrome |,,,,[Adult] Parkinson's Disease | Restless Legs Syndrome |
CLOXACILLIN,https://www.drugs.com/dosage/cloxacillin.html,Upper Respiratory Tract Infection | Pneumonia | Skin and Structure Infection | Cystitis,Pneumonia | Upper Respiratory Tract Infection | Skin and Structure Infection |,,,[Adult] Upper Respiratory Tract Infection | Pneumonia | Skin and Structure Infection | Cystitis // [Pediatric] Pneumonia | Upper Respiratory Tract Infection | Skin and Structure Infection |
MIGLUSTAT,https://www.drugs.com/dosage/miglustat.html,Gaucher Disease |,,,,[Adult] Gaucher Disease |
DEXTROMETHORPHAN,https://www.drugs.com/dosage/dextromethorphan.html,Cough,Cough |,,,[Adult] Cough // [Pediatric] Cough |
LETROZOLE,https://www.drugs.com/dosage/letrozole.html,Breast Cancer | Breast Cancer - Adjuvant |,,,,[Adult] Breast Cancer | Breast Cancer - Adjuvant |
APREPITANT,https://www.drugs.com/dosage/aprepitant.html,Nausea/Vomiting - Chemotherapy Induced | Nausea/Vomiting - Postoperative,Nausea/Vomiting - Chemotherapy Induced |,,,[Adult] Nausea/Vomiting - Chemotherapy Induced | Nausea/Vomiting - Postoperative // [Pediatric] Nausea/Vomiting - Chemotherapy Induced |
MEROPENEM,https://www.drugs.com/dosage/meropenem.html,Skin and Structure Infection | Intraabdominal Infection | Meningitis | Nosocomial Pneumonia,Skin and Structure Infection | Intraabdominal Infection | Meningitis |,,,[Adult] Skin and Structure Infection | Intraabdominal Infection | Meningitis | Nosocomial Pneumonia // [Pediatric] Skin and Structure Infection | Intraabdominal Infection | Meningitis |
MOMELOTINIB,https://www.drugs.com/dosage/momelotinib.html,Myelofibrosis |,,,,[Adult] Myelofibrosis |
AZATHIOPRINE,https://www.drugs.com/dosage/azathioprine.html,Renal Transplant | Rheumatoid Arthritis | Crohn's Disease - Maintenance | Crohn's Disease - Acute | Chronic Inflammatory Demyelinating Polyradiculoneuropathy | Atopic Dermatitis | Sarcoidosis | Ulcerative Colitis | Uveitis | Multiple Sclerosis | Systemic Lupus Erythematosus | Chronic Active Hepatitis | Takayasu's Arteritis,Atopic Dermatitis | Organ Transplant - Rejection Prophylaxis | Eczema | Systemic Lupus Erythematosus |,,,[Adult] Renal Transplant | Rheumatoid Arthritis | Crohn's Disease - Maintenance | Crohn's Disease - Acute | Chronic Inflammatory Demyelinating Polyradiculoneuropathy | Atopic Dermatitis | Sarcoidosis | Ulcerative Colitis | Uveitis | Multiple Sclerosis | Systemic Lupus Erythematosus | Chronic Active Hepatitis | Takayasu's Arteritis // [Pediatric] Atopic Dermatitis | Organ Transplant - Rejection Prophylaxis | Eczema | Systemic Lupus Erythematosus |
PRALATREXATE,https://www.drugs.com/dosage/pralatrexate.html,Lymphoma |,,,,[Adult] Lymphoma |
BISACODYL,https://www.drugs.com/dosage/bisacodyl.html,Bowel Preparation | Constipation,Bowel Preparation | Constipation |,,,[Adult] Bowel Preparation | Constipation // [Pediatric] Bowel Preparation | Constipation |
SIPONIMOD,https://www.drugs.com/dosage/siponimod.html,Multiple Sclerosis |,,,,[Adult] Multiple Sclerosis |
GRANISETRON,https://www.drugs.com/dosage/granisetron.html,Nausea/Vomiting - Chemotherapy Induced | Nausea/Vomiting - Radiation Induced,Nausea/Vomiting - Chemotherapy Induced |,,,[Adult] Nausea/Vomiting - Chemotherapy Induced | Nausea/Vomiting - Radiation Induced // [Pediatric] Nausea/Vomiting - Chemotherapy Induced |
EVINACUMAB,https://www.drugs.com/dosage/evinacumab.html,Homozygous Familial Hypercholesterolemia,Homozygous Familial Hypercholesterolemia |,,,[Adult] Homozygous Familial Hypercholesterolemia // [Pediatric] Homozygous Familial Hypercholesterolemia |
GLYCERIN,https://www.drugs.com/dosage/glycerin.html,Constipation,Constipation |,,,[Adult] Constipation // [Pediatric] Constipation |
NUSINERSEN,https://www.drugs.com/dosage/nusinersen.html,Spinal Muscular Atrophy,Spinal Muscular Atrophy |,,,[Adult] Spinal Muscular Atrophy // [Pediatric] Spinal Muscular Atrophy |
RAVULIZUMAB,https://www.drugs.com/dosage/ravulizumab.html,Paroxysmal Nocturnal Hemoglobinuria | Hemolytic Uremic Syndrome | Myasthenia Gravis,Hemolytic Uremic Syndrome | Paroxysmal Nocturnal Hemoglobinuria |,,,[Adult] Paroxysmal Nocturnal Hemoglobinuria | Hemolytic Uremic Syndrome | Myasthenia Gravis // [Pediatric] Hemolytic Uremic Syndrome | Paroxysmal Nocturnal Hemoglobinuria |
LOMEFLOXACIN,https://www.drugs.com/dosage/lomefloxacin.html,Bronchitis | Cystitis | Prostatitis | Salmonella Enteric Fever | Salmonella Gastroenteritis | Shigellosis | Transurethral Prostatectomy | Urinary Tract Infection |,,,,[Adult] Bronchitis | Cystitis | Prostatitis | Salmonella Enteric Fever | Salmonella Gastroenteritis | Shigellosis | Transurethral Prostatectomy | Urinary Tract Infection |
DIMENHYDRINATE,https://www.drugs.com/dosage/dimenhydrinate.html,Motion Sickness | Vertigo | Nausea/Vomiting,Motion Sickness | Vertigo | Nausea/Vomiting |,,,[Adult] Motion Sickness | Vertigo | Nausea/Vomiting // [Pediatric] Motion Sickness | Vertigo | Nausea/Vomiting |
AMIODARONE,https://www.drugs.com/dosage/amiodarone.html,Arrhythmias |,,,,[Adult] Arrhythmias |
CYANOCOBALAMIN,https://www.drugs.com/dosage/cyanocobalamin.html,Pernicious Anemia | B12 Nutritional Deficiency | Schilling Test,B12 Nutritional Deficiency |,,,[Adult] Pernicious Anemia | B12 Nutritional Deficiency | Schilling Test // [Pediatric] B12 Nutritional Deficiency |
SECNIDAZOLE,https://www.drugs.com/dosage/secnidazole.html,Bacterial Vaginosis | Trichomoniasis,Bacterial Vaginosis | Trichomoniasis |,,,[Adult] Bacterial Vaginosis | Trichomoniasis // [Pediatric] Bacterial Vaginosis | Trichomoniasis |
Bempedoic acid,https://www.drugs.com/dosage/bempedoic-acid.html,Heterozygous Familial Hypercholesterolemia | Cardiovascular Risk Reduction |,,,,[Adult] Heterozygous Familial Hypercholesterolemia | Cardiovascular Risk Reduction |
FAMOTIDINE,https://www.drugs.com/dosage/famotidine.html,Duodenal Ulcer | Peptic Ulcer | Duodenal Ulcer Prophylaxis | Duodenal Ulcer Maintenance | Gastric Ulcer | Gastroesophageal Reflux Disease | Erosive Esophagitis | Zollinger-Ellison Syndrome | Pathological Hypersecretory Conditions | Dyspepsia,Duodenal Ulcer | Peptic Ulcer | Gastroesophageal Reflux Disease | Dyspepsia |,,,[Adult] Duodenal Ulcer | Peptic Ulcer | Duodenal Ulcer Prophylaxis | Duodenal Ulcer Maintenance | Gastric Ulcer | Gastroesophageal Reflux Disease | Erosive Esophagitis | Zollinger-Ellison Syndrome | Pathological Hypersecretory Conditions | Dyspepsia // [Pediatric] Duodenal Ulcer | Peptic Ulcer | Gastroesophageal Reflux Disease | Dyspepsia |
VANCOMYCIN,https://www.drugs.com/dosage/vancomycin.html,Bacterial Infection | Endocarditis | Pseudomembranous Colitis | Enterocolitis | Pneumonia | Nosocomial Pneumonia | Osteomyelitis | Sepsis | Skin or Soft Tissue Infection | Bacteremia | CNS Infection | Meningitis | Febrile Neutropenia | Peritonitis | Intraabdominal Infection | Prevention of Perinatal Group B Streptococcal Disease | Shunt Infection | Surgical Prophylaxis | Head Injury,Sepsis | Bacterial Infection | Osteomyelitis | Bacteremia | Endocarditis | Enterocolitis | Pseudomembranous Colitis | Skin or Soft Tissue Infection | Pneumonia | Peritonitis | Intraabdominal Infection | Surgical Prophylaxis | Meningitis | CNS Infection | Shunt Infection | Head Injury |,,,[Adult] Bacterial Infection | Endocarditis | Pseudomembranous Colitis | Enterocolitis | Pneumonia | Nosocomial Pneumonia | Osteomyelitis | Sepsis | Skin or Soft Tissue Infection | Bacteremia | CNS Infection | Meningitis | Febrile Neutropenia | Peritonitis | Intraabdominal Infection | Prevention of Perinatal Group B Streptococcal Disease | Shunt Infection | Surgical Prophylaxis | Head Injury // [Pediatric] Sepsis | Bacterial Infection | Osteomyelitis | Bacteremia | Endocarditis | Enterocolitis | Pseudomembranous Colitis | Skin or Soft Tissue Infection | Pneumonia | Peritonitis | Intraabdominal Infection | Surgical Prophylaxis | Meningitis | CNS Infection | Shunt Infection | Head Injury |
ALEMTUZUMAB,https://www.drugs.com/dosage/alemtuzumab.html,Multiple Sclerosis | Chronic Lymphocytic Leukemia,Multiple Sclerosis |,,,[Adult] Multiple Sclerosis | Chronic Lymphocytic Leukemia // [Pediatric] Multiple Sclerosis |
THIAMINE,https://www.drugs.com/dosage/thiamine.html,Beriberi | Thiamine Deficiency | Vitamin/Mineral Supplementation | Wernicke's Encephalopathy,Beriberi | Thiamine Deficiency | Vitamin/Mineral Supplementation |,,,[Adult] Beriberi | Thiamine Deficiency | Vitamin/Mineral Supplementation | Wernicke's Encephalopathy // [Pediatric] Beriberi | Thiamine Deficiency | Vitamin/Mineral Supplementation |
SIROLIMUS,https://www.drugs.com/dosage/sirolimus.html,Organ Transplant - Rejection Prophylaxis | Pulmonary Lymphangioleiomyomatosis,Organ Transplant - Rejection Prophylaxis |,,,[Adult] Organ Transplant - Rejection Prophylaxis | Pulmonary Lymphangioleiomyomatosis // [Pediatric] Organ Transplant - Rejection Prophylaxis |
Glycerol Phenylbutyrate,https://www.drugs.com/dosage/glycerol-phenylbutyrate.html,Urea Cycle Disorders,Urea Cycle Disorders |,,,[Adult] Urea Cycle Disorders // [Pediatric] Urea Cycle Disorders |
Oxybutynin,https://www.drugs.com/dosage/oxybutynin.html,Urinary Incontinence | Urinary Frequency | Neurogenic Bladder,Urinary Incontinence | Urinary Frequency | Neurogenic Bladder |,,,[Adult] Urinary Incontinence | Urinary Frequency | Neurogenic Bladder // [Pediatric] Urinary Incontinence | Urinary Frequency | Neurogenic Bladder |
PENICILLAMINE,https://www.drugs.com/dosage/penicillamine.html,Wilson's Disease | Cystinuria | Rheumatoid Arthritis,Wilson's Disease | Cystinuria |,,,[Adult] Wilson's Disease | Cystinuria | Rheumatoid Arthritis // [Pediatric] Wilson's Disease | Cystinuria |
VINBLASTINE,https://www.drugs.com/dosage/vinblastine.html,Breast Cancer | Kaposi's Sarcoma | Testicular Cancer | Hodgkin's Disease | Mycosis Fungoides | Choriocarcinoma | Lymphoma | Histiocytosis,Testicular Cancer | Hodgkin's Disease | Histiocytosis |,,,[Adult] Breast Cancer | Kaposi's Sarcoma | Testicular Cancer | Hodgkin's Disease | Mycosis Fungoides | Choriocarcinoma | Lymphoma | Histiocytosis // [Pediatric] Testicular Cancer | Hodgkin's Disease | Histiocytosis |
ROSUVASTATIN,https://www.drugs.com/dosage/rosuvastatin.html,Hyperlipidemia | Hyperlipoproteinemia Type III (Elevated beta-VLDL + IDL) | Hypertriglyceridemia | Atherosclerosis | Homozygous Familial Hypercholesterolemia | Prevention of Cardiovascular Disease,Heterozygous Familial Hypercholesterolemia | Homozygous Familial Hypercholesterolemia |,,,[Adult] Hyperlipidemia | Hyperlipoproteinemia Type III (Elevated beta-VLDL + IDL) | Hypertriglyceridemia | Atherosclerosis | Homozygous Familial Hypercholesterolemia | Prevention of Cardiovascular Disease // [Pediatric] Heterozygous Familial Hypercholesterolemia | Homozygous Familial Hypercholesterolemia |
LORLATINIB,https://www.drugs.com/dosage/lorlatinib.html,Non-Small Cell Lung Cancer |,,,,[Adult] Non-Small Cell Lung Cancer |
GALANTAMINE,https://www.drugs.com/dosage/galantamine.html,Alzheimer's Disease |,,,,[Adult] Alzheimer's Disease |
CLARITHROMYCIN,https://www.drugs.com/dosage/clarithromycin.html,Tonsillitis/Pharyngitis | Sinusitis | Bronchitis | Pneumonia | Mycoplasma Pneumonia | Skin and Structure Infection | Helicobacter pylori Infection | Mycobacterium avium-intracellulare - Prophylaxis | Mycobacterium avium-intracellulare - Treatment | Bacterial Endocarditis Prophylaxis | Legionella Pneumonia | Pertussis Prophylaxis | Pertussis,Tonsillitis/Pharyngitis | Sinusitis | Pneumonia | Mycoplasma Pneumonia | Otitis Media | Skin and Structure Infection | Mycobacterium avium-intracellulare - Prophylaxis | Mycobacterium avium-intracellulare - Treatment | Pertussis | Pertussis Prophylaxis | Bacterial Endocarditis Prophylaxis |,,,[Adult] Tonsillitis/Pharyngitis | Sinusitis | Bronchitis | Pneumonia | Mycoplasma Pneumonia | Skin and Structure Infection | Helicobacter pylori Infection | Mycobacterium avium-intracellulare - Prophylaxis | Mycobacterium avium-intracellulare - Treatment | Bacterial Endocarditis Prophylaxis | Legionella Pneumonia | Pertussis Prophylaxis | Pertussis // [Pediatric] Tonsillitis/Pharyngitis | Sinusitis | Pneumonia | Mycoplasma Pneumonia | Otitis Media | Skin and Structure Infection | Mycobacterium avium-intracellulare - Prophylaxis | Mycobacterium avium-intracellulare - Treatment | Pertussis | Pertussis Prophylaxis | Bacterial Endocarditis Prophylaxis |
METOPROLOL TARTRATE,https://www.drugs.com/dosage/metoprolol-tartrate.html,Hypertension | Angina Pectoris | Myocardial Infarction | Congestive Heart Failure,Hypertension |,,,[Adult] Hypertension | Angina Pectoris | Myocardial Infarction | Congestive Heart Failure // [Pediatric] Hypertension |
LANADELUMAB,https://www.drugs.com/dosage/lanadelumab.html,Hereditary Angioedema,Hereditary Angioedema |,,,[Adult] Hereditary Angioedema // [Pediatric] Hereditary Angioedema |
INFLIXIMAB,https://www.drugs.com/dosage/infliximab.html,Crohn's Disease - Acute | Crohn's Disease - Maintenance | Ulcerative Colitis | Rheumatoid Arthritis | Ankylosing Spondylitis | Psoriatic Arthritis | Psoriasis,Crohn's Disease - Acute | Crohn's Disease - Maintenance | Ulcerative Colitis |,,,[Adult] Crohn's Disease - Acute | Crohn's Disease - Maintenance | Ulcerative Colitis | Rheumatoid Arthritis | Ankylosing Spondylitis | Psoriatic Arthritis | Psoriasis // [Pediatric] Crohn's Disease - Acute | Crohn's Disease - Maintenance | Ulcerative Colitis |
ALBENDAZOLE,https://www.drugs.com/dosage/albendazole.html,Hydatid Disease | Neurocysticercosis | Cutaneous Larva Migrans | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Filariasis | Hookworm Infection (Necator or Ancylostoma) | Enterocolitis | Visceral Larva Migrans (Toxicariasis) | Strongyloidiasis | Trichinosis | Trichostrongylosis | Whipworm Infection (Trichuris trichiura) | Capillariasis | Gnathostomiasis | Clonorchis sinensis (Liver Fluke) | Cysticercus cellulosae (Cysticercosis) | Echinococcus Infection | Loiasis | Microsporidiosis,Hydatid Disease | Neurocysticercosis | Capillariasis | Cutaneous Larva Migrans | Cysticercus cellulosae (Cysticercosis) | Echinococcus Infection | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Filariasis | Hookworm Infection (Necator or Ancylostoma) | Enterocolitis | Loiasis | Visceral Larva Migrans (Toxicariasis) | Strongyloidiasis | Trichinosis | Trichostrongylosis | Whipworm Infection (Trichuris trichiura) | Gnathostomiasis | Clonorchis sinensis (Liver Fluke) | Microsporidiosis |,,,[Adult] Hydatid Disease | Neurocysticercosis | Cutaneous Larva Migrans | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Filariasis | Hookworm Infection (Necator or Ancylostoma) | Enterocolitis | Visceral Larva Migrans (Toxicariasis) | Strongyloidiasis | Trichinosis | Trichostrongylosis | Whipworm Infection (Trichuris trichiura) | Capillariasis | Gnathostomiasis | Clonorchis sinensis (Liver Fluke) | Cysticercus cellulosae (Cysticercosis) | Echinococcus Infection | Loiasis | Microsporidiosis // [Pediatric] Hydatid Disease | Neurocysticercosis | Capillariasis | Cutaneous Larva Migrans | Cysticercus cellulosae (Cysticercosis) | Echinococcus Infection | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Filariasis | Hookworm Infection (Necator or Ancylostoma) | Enterocolitis | Loiasis | Visceral Larva Migrans (Toxicariasis) | Strongyloidiasis | Trichinosis | Trichostrongylosis | Whipworm Infection (Trichuris trichiura) | Gnathostomiasis | Clonorchis sinensis (Liver Fluke) | Microsporidiosis |
